Shape_Length,Shape_Area,Point_Count,X_Coord,Y_Coord
2000.000000000000000,250000.000000000000000,14,1206982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,11,1207482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,6,1207982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,11,1208482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,13,1208982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,8,1209482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,57,1209982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,34,1210482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,48,1210982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,28,1211482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,58,1211982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,53,1212482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,37,1212982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,57,1213482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,22,1213982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,24,1214482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,23,1214982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,29,1215482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,27,1215982.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,18,1216482.148600000888109,475299.256699999794364
2000.000000000000000,250000.000000000000000,1,1202482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,14,1202982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,15,1203482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,16,1203982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,20,1204482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,17,1204982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,22,1205482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,25,1205982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,17,1206482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,29,1206982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,32,1207482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,50,1207982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,98,1208482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,45,1208982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,102,1209482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,111,1209982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,27,1210482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,129,1210982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,54,1211482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,80,1211982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,25,1212482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,37,1212982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,47,1213482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,6,1213982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,24,1214482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,40,1214982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,1114,1215482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,30,1215982.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,18,1216482.148600000888109,475799.256699999794364
2000.000000000000000,250000.000000000000000,30,1202982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,19,1203482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,5,1203982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,19,1204482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,69,1204982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,59,1205482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,59,1205982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,44,1206482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,76,1206982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,77,1207482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,102,1207982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,224,1208482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,107,1208982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,168,1209482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,682,1209982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,111,1210482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,189,1210982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,137,1211482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,87,1211982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,65,1212482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,97,1212982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,250,1213482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,40,1213982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,49,1214482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,78,1214982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,36,1215482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,78,1215982.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,61,1216482.148600000888109,476299.256699999794364
2000.000000000000000,250000.000000000000000,5,1202482.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,6,1202982.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,8,1203482.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,30,1204482.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,48,1204982.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,50,1205482.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,40,1205982.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,56,1206482.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,132,1206982.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,149,1207482.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,72,1207982.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,78,1208482.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,31,1208982.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,51,1209482.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,147,1209982.148600000888109,476799.256699999794364
2000.000000000000000,250000.000000000000000,114,1210482.148600000888109,476799.256699999794364
