OID_,COUNT,SUM_Add1,SHAPE_Length,SHAPE_Area,X_Coord,Y_Coord
246,151.000000000000000,151.000000000000000,2000.000000000000000,250000.000000000000000,1213982.148600000888109,472299.256699999794364
248,45.000000000000000,45.000000000000000,2000.000000000000000,250000.000000000000000,1214982.148600000888109,472299.256699999794364
344,50.000000000000000,50.000000000000000,2000.000000000000000,250000.000000000000000,1208982.148600000888109,473799.256699999794364
312,58.000000000000000,58.000000000000000,2000.000000000000000,250000.000000000000000,1210982.148600000888109,473299.256699999794364
242,125.000000000000000,125.000000000000000,2000.000000000000000,250000.000000000000000,1211982.148600000888109,472299.256699999794364
280,77.000000000000000,77.000000000000000,2000.000000000000000,250000.000000000000000,1212982.148600000888109,472799.256699999794364
269,172.000000000000000,172.000000000000000,2000.000000000000000,250000.000000000000000,1207482.148600000888109,472799.256699999794364
340,33.000000000000000,33.000000000000000,2000.000000000000000,250000.000000000000000,1206982.148600000888109,473799.256699999794364
249,52.000000000000000,52.000000000000000,2000.000000000000000,250000.000000000000000,1215482.148600000888109,472299.256699999794364
276,56.000000000000000,56.000000000000000,2000.000000000000000,250000.000000000000000,1210982.148600000888109,472799.256699999794364
315,76.000000000000000,76.000000000000000,2000.000000000000000,250000.000000000000000,1212482.148600000888109,473299.256699999794364
266,43.000000000000000,43.000000000000000,2000.000000000000000,250000.000000000000000,1205982.148600000888109,472799.256699999794364
353,70.000000000000000,70.000000000000000,2000.000000000000000,250000.000000000000000,1213482.148600000888109,473799.256699999794364
272,30.000000000000000,30.000000000000000,2000.000000000000000,250000.000000000000000,1208982.148600000888109,472799.256699999794364
304,57.000000000000000,57.000000000000000,2000.000000000000000,250000.000000000000000,1206982.148600000888109,473299.256699999794364
281,62.000000000000000,62.000000000000000,2000.000000000000000,250000.000000000000000,1213482.148600000888109,472799.256699999794364
263,49.000000000000000,49.000000000000000,2000.000000000000000,250000.000000000000000,1204482.148600000888109,472799.256699999794364
270,33.000000000000000,33.000000000000000,2000.000000000000000,250000.000000000000000,1207982.148600000888109,472799.256699999794364
237,58.000000000000000,58.000000000000000,2000.000000000000000,250000.000000000000000,1209482.148600000888109,472299.256699999794364
299,37.000000000000000,37.000000000000000,2000.000000000000000,250000.000000000000000,1204482.148600000888109,473299.256699999794364
338,33.000000000000000,33.000000000000000,2000.000000000000000,250000.000000000000000,1205982.148600000888109,473799.256699999794364
251,66.000000000000000,66.000000000000000,2000.000000000000000,250000.000000000000000,1216482.148600000888109,472299.256699999794364
306,34.000000000000000,34.000000000000000,2000.000000000000000,250000.000000000000000,1207982.148600000888109,473299.256699999794364
287,274.000000000000000,274.000000000000000,2000.000000000000000,250000.000000000000000,1216482.148600000888109,472799.256699999794364
351,65.000000000000000,65.000000000000000,2000.000000000000000,250000.000000000000000,1212482.148600000888109,473799.256699999794364
285,75.000000000000000,75.000000000000000,2000.000000000000000,250000.000000000000000,1215482.148600000888109,472799.256699999794364
241,75.000000000000000,75.000000000000000,2000.000000000000000,250000.000000000000000,1211482.148600000888109,472299.256699999794364
262,9.000000000000000,9.000000000000000,2000.000000000000000,250000.000000000000000,1203982.148600000888109,472799.256699999794364
268,130.000000000000000,130.000000000000000,2000.000000000000000,250000.000000000000000,1206982.148600000888109,472799.256699999794364
275,62.000000000000000,62.000000000000000,2000.000000000000000,250000.000000000000000,1210482.148600000888109,472799.256699999794364
335,62.000000000000000,62.000000000000000,2000.000000000000000,250000.000000000000000,1204482.148600000888109,473799.256699999794364
346,53.000000000000000,53.000000000000000,2000.000000000000000,250000.000000000000000,1209982.148600000888109,473799.256699999794364
316,57.000000000000000,57.000000000000000,2000.000000000000000,250000.000000000000000,1212982.148600000888109,473299.256699999794364
339,44.000000000000000,44.000000000000000,2000.000000000000000,250000.000000000000000,1206482.148600000888109,473799.256699999794364
313,61.000000000000000,61.000000000000000,2000.000000000000000,250000.000000000000000,1211482.148600000888109,473299.256699999794364
265,51.000000000000000,51.000000000000000,2000.000000000000000,250000.000000000000000,1205482.148600000888109,472799.256699999794364
301,37.000000000000000,37.000000000000000,2000.000000000000000,250000.000000000000000,1205482.148600000888109,473299.256699999794364
410,44.000000000000000,44.000000000000000,2000.000000000000000,250000.000000000000000,1205982.148600000888109,474799.256699999794364
356,85.000000000000000,85.000000000000000,2000.000000000000000,250000.000000000000000,1214982.148600000888109,473799.256699999794364
393,60.000000000000000,60.000000000000000,2000.000000000000000,250000.000000000000000,1215482.148600000888109,474299.256699999794364
387,58.000000000000000,58.000000000000000,2000.000000000000000,250000.000000000000000,1212482.148600000888109,474299.256699999794364
415,60.000000000000000,60.000000000000000,2000.000000000000000,250000.000000000000000,1208482.148600000888109,474799.256699999794364
467,40.000000000000000,40.000000000000000,2000.000000000000000,250000.000000000000000,1216482.148600000888109,475299.256699999794364
