Shape_Length,Shape_Area,Point_Count
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,39
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,61
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,42
2000.000000000000000,250000.000000000000000,50
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,66
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,31
2000.000000000000000,250000.000000000000000,61
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,52
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,31
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,39
2000.000000000000000,250000.000000000000000,34
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,65
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,36
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,73
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,89
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,37
2000.000000000000000,250000.000000000000000,196
2000.000000000000000,250000.000000000000000,97
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,36
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,51
2000.000000000000000,250000.000000000000000,49
2000.000000000000000,250000.000000000000000,38
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,60
2000.000000000000000,250000.000000000000000,69
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,43
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,31
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,39
2000.000000000000000,250000.000000000000000,52
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,60
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,55
2000.000000000000000,250000.000000000000000,124
2000.000000000000000,250000.000000000000000,76
2000.000000000000000,250000.000000000000000,34
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,57
2000.000000000000000,250000.000000000000000,36
2000.000000000000000,250000.000000000000000,56
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,94
2000.000000000000000,250000.000000000000000,50
2000.000000000000000,250000.000000000000000,50
2000.000000000000000,250000.000000000000000,43
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,55
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,57
2000.000000000000000,250000.000000000000000,34
2000.000000000000000,250000.000000000000000,48
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,58
2000.000000000000000,250000.000000000000000,53
2000.000000000000000,250000.000000000000000,37
2000.000000000000000,250000.000000000000000,57
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,50
2000.000000000000000,250000.000000000000000,98
2000.000000000000000,250000.000000000000000,45
2000.000000000000000,250000.000000000000000,102
2000.000000000000000,250000.000000000000000,111
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,129
2000.000000000000000,250000.000000000000000,54
2000.000000000000000,250000.000000000000000,80
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,37
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,1114
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,69
2000.000000000000000,250000.000000000000000,59
2000.000000000000000,250000.000000000000000,59
2000.000000000000000,250000.000000000000000,44
2000.000000000000000,250000.000000000000000,76
2000.000000000000000,250000.000000000000000,77
2000.000000000000000,250000.000000000000000,102
2000.000000000000000,250000.000000000000000,224
2000.000000000000000,250000.000000000000000,107
2000.000000000000000,250000.000000000000000,168
2000.000000000000000,250000.000000000000000,682
2000.000000000000000,250000.000000000000000,111
2000.000000000000000,250000.000000000000000,189
2000.000000000000000,250000.000000000000000,137
2000.000000000000000,250000.000000000000000,87
2000.000000000000000,250000.000000000000000,65
2000.000000000000000,250000.000000000000000,97
2000.000000000000000,250000.000000000000000,250
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,49
2000.000000000000000,250000.000000000000000,78
2000.000000000000000,250000.000000000000000,36
2000.000000000000000,250000.000000000000000,78
2000.000000000000000,250000.000000000000000,61
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,48
2000.000000000000000,250000.000000000000000,50
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,56
2000.000000000000000,250000.000000000000000,132
2000.000000000000000,250000.000000000000000,149
2000.000000000000000,250000.000000000000000,72
2000.000000000000000,250000.000000000000000,78
2000.000000000000000,250000.000000000000000,31
2000.000000000000000,250000.000000000000000,51
2000.000000000000000,250000.000000000000000,147
2000.000000000000000,250000.000000000000000,114
2000.000000000000000,250000.000000000000000,141
2000.000000000000000,250000.000000000000000,71
2000.000000000000000,250000.000000000000000,45
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,81
2000.000000000000000,250000.000000000000000,85
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,95
2000.000000000000000,250000.000000000000000,31
2000.000000000000000,250000.000000000000000,159
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,90
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,172
2000.000000000000000,250000.000000000000000,269
2000.000000000000000,250000.000000000000000,58
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,280
2000.000000000000000,250000.000000000000000,108
2000.000000000000000,250000.000000000000000,191
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,44
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,158
2000.000000000000000,250000.000000000000000,624
2000.000000000000000,250000.000000000000000,540
2000.000000000000000,250000.000000000000000,385
2000.000000000000000,250000.000000000000000,131
2000.000000000000000,250000.000000000000000,270
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,51
2000.000000000000000,250000.000000000000000,60
2000.000000000000000,250000.000000000000000,102
2000.000000000000000,250000.000000000000000,37
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,37
2000.000000000000000,250000.000000000000000,282
2000.000000000000000,250000.000000000000000,472
2000.000000000000000,250000.000000000000000,2317
2000.000000000000000,250000.000000000000000,1003
2000.000000000000000,250000.000000000000000,1318
2000.000000000000000,250000.000000000000000,1241
2000.000000000000000,250000.000000000000000,374
2000.000000000000000,250000.000000000000000,181
2000.000000000000000,250000.000000000000000,119
2000.000000000000000,250000.000000000000000,173
2000.000000000000000,250000.000000000000000,124
2000.000000000000000,250000.000000000000000,113
2000.000000000000000,250000.000000000000000,95
2000.000000000000000,250000.000000000000000,43
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,227
2000.000000000000000,250000.000000000000000,133
2000.000000000000000,250000.000000000000000,468
2000.000000000000000,250000.000000000000000,854
2000.000000000000000,250000.000000000000000,1400
2000.000000000000000,250000.000000000000000,626
2000.000000000000000,250000.000000000000000,253
2000.000000000000000,250000.000000000000000,246
2000.000000000000000,250000.000000000000000,41
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,46
2000.000000000000000,250000.000000000000000,50
2000.000000000000000,250000.000000000000000,71
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,91
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,139
2000.000000000000000,250000.000000000000000,211
2000.000000000000000,250000.000000000000000,136
2000.000000000000000,250000.000000000000000,154
2000.000000000000000,250000.000000000000000,232
2000.000000000000000,250000.000000000000000,45
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,54
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,23
